repo,path,content
PranithChowdary/code,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
MemolinkNotes/memolink,SECURITY.md,b'# Security Policy\n\n## Supported Versions\n\nThe latest commit is currently supported until a full release is made.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| x.x.x   | :white_check_mark: |\n\n## Reporting a Vulnerability\n\nPlease report security vulnerabilities through the Security menu.\n'
kokiebisu/rental-storage,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
DaneeSkripter/DaneeCloud,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\n* \xe2\x9c\x85 = Recommended to use\n* \xe2\x9d\x8c = Not recommended to use\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 1.2.2   | :white_check_mark: |\n| < 1.2.1 | :x:               |\n\n## Reporting a Vulnerability\nIf you find a vulnerability or bug, please create an issue in Issues tab, we will look at it and fix it.\n'"
FabianaCampanari/My-Gifs,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
VolkanSah/Linux-and-Bash-Tips-and-Tricks,SECURITY.md,b'\n'
JeraCodeHub/SecOpsPublic,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
cycodehq-public/.github,SECURITY.md,"b'# Cycode Security Process\n\nAt Cycode, we are committed to providing a secure environment for our users. We understand the importance of security and take measures to maintain it.\n\nWe regularly update our dependencies to the latest versions, conduct periodic security reviews and audits, provide access controls and permissions to limit user access to sensitive data, \nand promptly address reported security vulnerabilities.\n\nIf you discover any security vulnerabilities within our project, please let us know by emailing security@cycode.com. \nWe will respond as soon as possible and work with you to address any issues. \n\nWe value your feedback and appreciate your cooperation in helping us maintain a secure environment for our users.\n'"
eslutz/eslutz.github.io,.github/SECURITY.md,b'# Security Policy\n\n## Reporting a Vulnerability\n\nAny vulnerability can be reported by creating an issue and selecting [Report a security vulnerability](https://github.com/eslutz/eslutz.github.io/security/advisories/new).\n\nAll issues will be reviewed.  Feedback will be given if there is no plan to address the vulnerability.\n'
till213/SkyDolly,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nSky Dolly is still in active development. Minor bugs will be typically fixed in the next development (""preview"") version, but major issues may also be downbranched to the previous version.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 0.16.x  | :white_check_mark: |\n| < 0.15  | :x:                |\n\n## Reporting a Vulnerability\n\nYou may report security issues via email (see git commits) instead of a git issue (which everyone would have access to).\n\nNote that this is a personal project developed in my free time. As such there is no reaction time guarantee, or any guarantee really that I have the ability to fix the issue in time.\n\nHowever I will try my best to at least give you a response, and in case the issue affects my own code I will try to fix it as soon as possible. In case of third-party libraries I will try to get hold of an updated library, but of course no promise can be made when - or even if - such an updated library may become available. \n'"
zidanegimiga/sondeka-voting,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
corespace-api/api_token,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
CSIRT-ID-dev/demo-repository,security.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
Heitor91/Curso_Javascript-intro_HTML_e_CSS,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
aptible/handbook,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
aptible/handbook,about-aptible/security.md,"b'# Security\n\nThis is a stub to be populated by Ashley and Frank, at least for a sub page regarding incident response, per https://app.shortcut.com/aptible/story/682\n\n## To cover:\n1. Security Processes\n2. Compliance Certifications\n3. Incident Response'"
aptible/aptible-auth-ruby,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
aptible/action-python-lockfile-update,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
aptible/mini_ca,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
aptible/docker-ubuntu,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
cloudflare/wildebeest,SECURITY.md,b'# Reporting Security Vulnerabilities\n\nPlease see [this page](https://www.cloudflare.com/.well-known/security.txt) for information on how to report a vulnerability to Cloudflare. Thanks!\n'
chill-viking/swa-sandbox,SECURITY.md,"b'# Security Policy\n\n## Reporting a Vulnerability\n\nPlease report (suspected) security vulnerabilities to\n**[security@chillviking.dev](mailto:security@chillviking.dev)**. You will receive a response from\nus within 48 hours. If the issue is confirmed, we will release a patch as soon\nas possible depending on complexity but historically within a few days.\n'"
statisticsnorway/dapla-toolbelt-pseudo,SECURITY.md,"b""# Security Policy\n\nSSB takes the security of our software products and services seriously, which\nincludes all source code repositories managed through our GitHub organization.\n\nWe believe that responsible disclosure of security vulnerabilities helps us ensure\nthe security and privacy of all our users.\n\n## Reporting a Vulnerability\n\nIf you believe you have found a security vulnerability in any of SSB's GitHub\nrepositories, please report it to us using the [Github Private vulnerability reporting tool](https://github.com/statisticsnorway/dapla-toolbelt-pseudo/security/advisories).\n"""
sergeiadmin/05-03-Zest4Life-Ship-project-1-main,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
Nboss7/ID-MPC,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
The-holy-city-bitcoin/Readme.txt,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
jillmnolan/business-day,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
VISHALDINESH/Flipkart,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| < 4.0   | \xe2\x9c\x85:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
nelsonCastellanos/ArtWalkFrontEnd,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
mrsekharaws/devops-repo-test,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
Kevingwe12/masterproffessor,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
cloudyspells/PSWattTime,SECURITY.md,"b""# Security Policy\n\n## Supported Versions\n\nCurrently only the first final release is supported.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 1.0.0   | :white_check_mark: |\n| 0.x.x   | :x:                |\n\n## Reporting a Vulnerability\n\nPlease report any found vulnerabilities to this repositories' owner.\n"""
V33RU/IoTSecurity101,Automotive/Automotive-security.md,b'#### Automotive Security\n'
QiLechan/JavaIM,SECURITY.md,b'# \xe5\xae\x89\xe5\x85\xa8\xe7\xad\x96\xe7\x95\xa5\n\xe9\x9d\x9e\xe5\xbf\x85\xe8\xa6\x81\xe6\x83\x85\xe5\x86\xb5\xef\xbc\x8c\xe8\xaf\xb7\xe5\x8b\xbf\xe5\x9b\x9e\xe9\x80\x80\xe7\x89\x88\xe6\x9c\xac\xef\xbc\x8c\xe5\x9b\x9e\xe9\x80\x80\xe5\x8f\xaf\xe8\x83\xbd\xe5\xaf\xbc\xe8\x87\xb4\xe7\xa8\x8b\xe5\xba\x8f\xe6\x95\x85\xe9\x9a\x9c\n\n## \xe6\x94\xaf\xe6\x8c\x81\xe7\x9a\x84\xe7\x89\x88\xe6\x9c\xac\n\n\xe6\xad\xa3\xe5\xbc\x8f\xe7\x89\x88\n| \xe7\x89\x88\xe6\x9c\xac | \xe6\x98\xaf\xe5\x90\xa6\xe5\x8f\x97\xe6\x94\xaf\xe6\x8c\x81          |\n| ------- | ------------------ |\n| 1.1.x   | :white_check_mark: |\n| 1.0.x   | :x:                |\n\nBETA\xe7\x89\x88\n| \xe7\x89\x88\xe6\x9c\xac | \xe6\x98\xaf\xe5\x90\xa6\xe5\x8f\x97\xe6\x94\xaf\xe6\x8c\x81 |\n| ------- | ------------------ |\n| Latest Build(\xe6\x9c\x80\xe6\x96\xb0\xe6\x9e\x84\xe5\xbb\xba) | :warning:|\n| v1.1.1-pre1 | :white_check_mark: |\n\n\xe6\xb3\xa8\xef\xbc\x9a\n\n:warning: \xe4\xbb\xa3\xe8\xa1\xa8\xe5\x8f\x97\xe6\x94\xaf\xe6\x8c\x81\xe4\xbd\x86\xe4\xb8\x8d\xe5\xbb\xba\xe8\xae\xae\xe4\xbd\xbf\xe7\x94\xa8\n\n:white_check_mark: \xe5\x8f\x97\xe6\x94\xaf\xe6\x8c\x81\xe7\x9a\x84\n\n:x: \xe4\xb8\x8d\xe5\x8f\x97\xe6\x94\xaf\xe6\x8c\x81\xe7\x9a\x84\n\n'
jillmnolan/PHP-Development-Essentials,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
themuuln/dice-roll,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
aptible/aptible-cli,SECURITY.md,"b'# Aptible Open Source Security Policies and Procedures\n\nThis document outlines security procedures and general policies for the Aptible open source projects as found on https://github.com/aptible.\n\n  * [Reporting a Vulnerability](#reporting-a-vulnerability)\n  * [Responsible Disclosure Policy](#responsible-disclosure-policy)\n\n## Reporting a Vulnerability \n\nThe Aptible team and community take all security vulnerabilities\nseriously. Thank you for improving the security of our open source software. We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions.\n\nReport security vulnerabilities by emailing the Aptible security team at:\n    \n    security@aptible.com\n\nSecurity researchers can also privately report security vulnerabilities to repository maintainers using the GitHub ""Report a Vulnerability"" feature. [See how-to here](https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability#privately-reporting-a-security-vulnerability).\n\nThe Aptible team will acknowledge your email within 24 business hours and send a detailed response within 48 business hours indicating the next steps in handling your report. The Aptible security team will keep you informed of the progress and may ask for additional information or guidance.\n\n## Responsible Disclosure Policy\n\nPlease see Aptible\'s Responsible Disclosure Policy here: https://www.aptible.com/legal/responsible-disclosure/\n'"
DeathGabox/Dotfiles,.github/SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| Up to date   |Always :white_check_mark: |\n| Old ;(  | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
CplNathan/SurePet2Google-Public,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nCurrently I have not reached a stable 1.0.0 release, so currently only the latest main branch is supported.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| Main    | :white_check_mark: |\n\n## Reporting a Vulnerability\n\nIf you discover a vulnerability, please reach out to me directly, then upon discussion either raise a PR or I would be happy to investigate.\n'"
dmitryburov/go-coinbase-socket,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 1.16.x  | :white_check_mark: |\n| > 1.16  | :white_check_mark: |\n| < 1.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
xcampi/stormacademyx,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 1.0.1x  | :white_check_mark: |\n| 1.1x    | :white_check_mark: |\n| 1.0.2x  | :white_check_mark: |\n| > 1     | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
navicore/signalkgen,SECURITY.md,b'# Security Policy\n\n## Supported Versions\n\nwe will keep up with all reported vulnerabilities in dependencies via dependabot CVE reports\n'
ThagodDynasty/React.js,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
Will855/Portfolio-Web-Page,SECURITY.md,"b'# Security Policy\n\n## Supported Versions\n\nUse this section to tell people about which versions of your project are\ncurrently being supported with security updates.\n\n| Version | Supported          |\n| ------- | ------------------ |\n| 5.1.x   | :white_check_mark: |\n| 5.0.x   | :x:                |\n| 4.0.x   | :white_check_mark: |\n| < 4.0   | :x:                |\n\n## Reporting a Vulnerability\n\nUse this section to tell people how to report a vulnerability.\n\nTell them where to go, how often they can expect to get an update on a\nreported vulnerability, what to expect if the vulnerability is accepted or\ndeclined, etc.\n'"
