repo,path,number_of_headings,language,cve_count
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-microsoft-virtual-academy.md,1,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-virtual-machines-overview.md,9,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/azure-security-services-technologies.md,7,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-microsoft-trust-center.md,1,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/azure-security-cyber-services.md,1,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/azure-security-pen-testing.md,1,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-get-started-overview.md,2,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-health-care-solution.md,1,FI,0
mikepotter/vimrc,.vim/plugged/docker/docs/security/security.md,8,EN,0
Luminousssss/SevenDeadlySins.github.io,content/security/security-assessment-and-testing.md,0,EN,0
Luminousssss/SevenDeadlySins.github.io,content/security/communication-and-network-security.md,0,EN,0
Luminousssss/SevenDeadlySins.github.io,content/security/security-and-risk-management.md,0,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-health-care-solution.md,1,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-microsoft-virtual-academy.md,1,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/azure-security-response-center.md,4,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/azure-security-services-technologies.md,7,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-virtual-machines-overview.md,9,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-microsoft-trust-center.md,1,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/azure-security-pen-testing.md,1,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/azure-security-architecture-overview.md,1,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/azure-security-cyber-services.md,1,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-identity-management-overview.md,10,EL,0
OpenLocalizationTestOrg/azure-docs-pr15_el-GR,articles/security/security-get-started-overview.md,2,EL,0
izenda/wiki,Customization/Security/Security-Through-Restricted-Functionality.md,0,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/azure-security-services-technologies.md,7,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-microsoft-trust-center.md,1,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/azure-security-architecture-overview.md,1,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-health-care-solution.md,1,HU,0
hrzq19901209/gopackage,github.com/docker/docker/docs/security/security.md,8,EN,0
FortechRomania/js-team-showcase,how-we-work/security/qa-security-checklist.md,13,EN,0
FortechRomania/js-team-showcase,how-we-work/security/dev-security-checklist.md,13,EN,0
MWL91/gitbook,security/security-uw-team-na-ilovedev.md,4,PL,0
theodoremoreland/TheoDocs,AWS/Solutions_Architect/Security/Security_Groups.md,2,EN,0
Tirant404s/Exonerates,security/logging/plugins/PHPMailer/SECURITY.md,1,EN,30
canceel/clone_android-training-course-in-chinese,security/security-tips.md,24,ZH,0
canceel/clone_android-training-course-in-chinese,security/security-ssl.md,13,ZH,0
smartfly/doc,security/security-basic.md,1,ZH,0
levanduy/code-and-design,Security/security-checklist.md,8,EN,0
tradecloud/tradecloud-docs-api-v2,security/security-overview.md,1,EN,0
kanenas/til,Security/security-headers.md,1,EN,0
uriddle/docker,docs/security/security.md,8,EN,0
hellt/clabs,docs/security/security.md,0,EN,0
ACRoark/wismoui,docs/security/security.md,3,EN,0
utopier/document,Security/WebSecurity.md,18,KO,0
alexthegoodman/department-development,security/Security%20Report.md,2,EN,0
alexthegoodman/department-development,security/Security%20Checklist.md,7,EN,0
alexthegoodman/department-development,security/Security%20Roles.md,2,EN,0
PauloniaAQP/paulonia_handbook,paulonia/security/security.md,3,ES,0
Ramos04/resources,docs/security/security.md,1,EN,0
sureshmelvinsigera/interview-prep-kit,Security/Security-starter.md,11,EN,0
deeptirgit/kubernetes,Security/security_primites.md,2,EN,0
Jastes/Security-Priate-Crew,Security/Today%20I%20Lean/Security.md,0,EN,0
wcjxixi/Bitwarden-Help-Chn,security/security-faqs.md,23,ZH,0
padamshrestha/dotnetdocs,standard/security/security-and-race-conditions.md,6,EN,0
padamshrestha/dotnetdocs,standard/security/security-and-user-input.md,2,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/azure-security-architecture-overview.md,1,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/azure-security-services-technologies.md,7,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/azure-security-response-center.md,4,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-health-care-solution.md,1,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-identity-management-overview.md,10,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-get-started-overview.md,2,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-microsoft-trust-center.md,1,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-microsoft-virtual-academy.md,1,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-virtual-machines-overview.md,9,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/azure-security-pen-testing.md,1,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/azure-security-cyber-services.md,1,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-services-technologies.md,7,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-microsoft-trust-center.md,1,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-response-center.md,4,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-health-care-solution.md,1,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-virtual-machines-overview.md,9,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-architecture-overview.md,1,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-identity-management-overview.md,10,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-pen-testing.md,1,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-cyber-services.md,1,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-microsoft-virtual-academy.md,1,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-get-started-overview.md,2,DA,0
kaazing/gateway,doc/security/c_security_https_wss.md,0,EN,0
PHX2600/The-Archive,forum/Security/0504%20-%20Online%20security%20class.md,1,EN,0
thenewobjective/thenewobjective.github.io,_drafts/security/security-is-a-language-issue.md,0,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/security-microsoft-trust-center.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-pen-testing.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/security-get-started-overview.md,2,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/security-identity-management-overview.md,10,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/security-virtual-machines-overview.md,9,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-data-classification.md,22,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-services-technologies.md,7,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-getting-started.md,18,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-response-center.md,4,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/security-health-care-solution.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-architecture-overview.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-cyber-services.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/azure-security-disk-encryption.md,74,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CH,articles/security/security-microsoft-virtual-academy.md,1,FR,0
aviratna/dockbeat,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_it-IT,articles/security/azure-security-iot-best-practices.md,5,IT,0
OpenLocalizationTestOrg/azure-docs-pr15_it-IT,articles/security/security-management-and-monitoring-overview.md,9,IT,0
OpenLocalizationTestOrg/azure-docs-pr15_it-IT,articles/security/security-azure-log-integration-overview.md,4,IT,0
OpenLocalizationTestOrg/azure-docs-pr15_it-IT,articles/security/security-azure-log-integration-faq.md,13,IT,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-application-architecture-on-azure.md,5,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-internet-of-things-overview.md,4,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-management-and-monitoring-overview.md,9,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/azure-security-iot-best-practices.md,5,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-best-practices-and-patterns.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-azure-log-integration-faq.md,13,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/security-azure-log-integration-overview.md,4,NL,0
marcin-mazurek/today-i-learned,security/content-security-policy.md,1,EN,0
szstonelee/etcd,security/security-release-process.md,16,EN,4
pgworm/etcd_01,security/security-release-process.md,16,EN,4
urbanshaman/sensualmassage.ru,content/security/security-assessment-and-testing/security-control-testing.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/asset-security/data-security-controls.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-assessment-and-testing/security-architectures-vulnerabilities.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/software-development-security/software-security-effectiveness.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/security-governance-principles.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-engineering/security-evaluation-models.md,0,EN,0
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/personnel-security-policies.md,0,EN,0
santhoshepam/dotnet-docs,docs/standard/security/key-security-concepts.md,8,EN,0
santhoshepam/dotnet-docs,docs/standard/security/role-based-security.md,3,EN,0
sergei-malygin/zeppelin,docs/setup/security/http_security_headers.md,5,EN,1
haoyume/ssr,docs/security/linode-manager-security-controls.md,19,EN,0
haoyume/ssr,docs/security/using-fail2ban-for-security.md,16,EN,0
haoyume/ssr,docs/security/advanced-ssh-server-security.md,12,EN,0
digimatronics/MS_azure_cloud_computing,articles/security/azure-security-disk-encryption.md,69,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-get-started-overview.md,2,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/azure-security-getting-started.md,18,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/azure-security-data-classification.md,22,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/azure-security-pen-testing.md,1,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-virtual-machines-overview.md,9,FR,0
digimatronics/MS_azure_cloud_computing,articles/security/security-health-care-solution.md,1,FR,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityAutoProvisioningSetting.md,20,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Set-AzSecurityAutoProvisioningSetting.md,26,EN,0
Matir/kb,_kb/security/detection/security_onion_optimization.md,1,EN,0
thermatk/Unobtainium,docs/security/service-worker-security-faq.md,18,EN,0
revigres/AspNetCore,aspnetcore/security/blazor/content-security-policy.md,9,EN,0
bpftools/bpf-workshop,content/security/1103-security-seccomp-exercise.md,1,EN,0
jonathanhefner/cg-site,content/overview/security/auditing-contributing-security.md,0,EN,0
jonathanhefner/cg-site,content/overview/security/improving-application-security.md,0,EN,0
erikstmartin/virtual-kubelet,vendor/github.com/hyperhq/hypercli/docs/security/security.md,8,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-getting-started.md,18,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-data-classification.md,22,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-identity-management-overview.md,10,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-cyber-services.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-get-started-overview.md,2,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-microsoft-virtual-academy.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-health-care-solution.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-disk-encryption.md,76,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-virtual-machines-overview.md,9,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-response-center.md,4,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-pen-testing.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/security-microsoft-trust-center.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-architecture-overview.md,1,NL,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-BE,articles/security/azure-security-services-technologies.md,7,NL,0
ZachBray/kgw-aeron-poc,doc/security/c_security_https_wss.md,0,EN,0
OpenLocalizationTestOrg/cpp-docs.de-de,docs/security/security-best-practices-for-cpp.md,10,EN,0
theArgex/security-book,security/owasp-top-10/security-misconfigurations.md,1,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityTask.md,25,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Set-AzSecurityContact.md,22,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityAlert.md,26,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityCompliance.md,21,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Set-AzSecurityAlert.md,29,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Remove-AzSecurityContact.md,25,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Set-AzSecurityPricing.md,25,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityPricing.md,24,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityContact.md,20,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/help/Get-AzSecurityLocation.md,20,EN,0
Rodriq/rc-docs-sync,guides/security/security-updates.md,1,EN,3
shatha893/notes,Security/_5_Miscellaneous/Security%20Meetups.md,10,EN,0
robertkogami/well-architected-mirror,well-architected/security/security-tradeoffs.md,5,EN,0
robertkogami/well-architected-mirror,well-architected/security/security-operations.md,5,EN,0
robertkogami/well-architected-mirror,well-architected/security/security-principles.md,9,EN,0
robertkogami/well-architected-mirror,well-architected/security/security-patterns.md,4,EN,0
rotte0/solid-telegram,docs/validators/security/security.md,9,EN,0
DrewSnarski/ITMT-430-Capstone-Project,design/security/security-configuration.md,0,EN,0
swarupsro/Penetration-Testing-2,Security/Network%20Security/Functions%20of%20Network%20Security%20Specialist.md,3,EN,0
MicrosoftDocs/microsoft-365-docs-pr.sv-SE,microsoft-365/security/office-365-security/preset-security-policies.md,17,SV,0
jenkins-x/exposecontroller,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
ravindraSDE/NetCoreDocs,aspnetcore/blazor/security/content-security-policy.md,9,EN,0
deepaksama/deepaksama.github.io,_posts/Security/2018-07-25-microservices-security.md,0,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-azure-log-integration-overview.md,4,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-application-architecture-on-azure.md,5,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-best-practices-and-patterns.md,1,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-internet-of-things-overview.md,4,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-management-and-monitoring-overview.md,9,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/security-azure-log-integration-faq.md,13,FI,0
OpenLocalizationTestOrg/azure-docs-pr15_fi-FI,articles/security/azure-security-iot-best-practices.md,5,FI,0
cscannell-inacloud/Windows-Server-Docs,WindowsServerDocs/networking/sdn/security/nc-security.md,14,EN,0
wjdrbs96/Today-I-Learn,Spring/Security/Spring%20Security%20Swaager%20%EC%82%AC%EC%9A%A9%20%EB%B2%95.md,3,KO,0
tomverelst/prommer,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
arcus-smart-home/arcusweb,src/components/subsystem/alarms/devices/security/security.md,1,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-internet-of-things-overview.md,4,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-application-architecture-on-azure.md,5,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-management-and-monitoring-overview.md,9,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-azure-log-integration-overview.md,4,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-azure-log-integration-faq.md,13,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/azure-security-iot-best-practices.md,5,HU,0
OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,articles/security/security-best-practices-and-patterns.md,1,HU,0
constabulary/docker-depfile-example,src/github.com/docker/docker/docs/security/security.md,8,EN,0
halltony/MyJenkins,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
datacol-io/datacol,vendor/github.com/docker/docker/docs/security/security.md,8,EN,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_auth.md,13,KO,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_test.md,0,EN,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_CSRF.md,0,EN,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_access.md,0,EN,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_session.md,0,EN,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_setting.md,3,KO,0
jm921106/sdm-blog-moonscoding,spring/lib/Security/spring_security_architecture.md,2,KO,0
apache/atlas,docs/src/documents/Security/Security.md,9,EN,0
cscannell-inacloud/SkypeForBusiness-Docs,Skype/SfbServer/plan-your-deployment/security/security.md,2,EN,0
Bhanuprakash-ch/h2o-3,h2o-docs/src/product/security/Security.md,44,EN,0
sjh0713/NOTE,src/symfony/Security/security-authentication.md,1,ZH,0
jinlongchen/etcd,security/security-release-process.md,16,EN,4
Karan-3108/fortress,docs/validators/security/security.md,9,EN,0
catherineluse/rancher-docusaurus,docs/security/security-scan.md,0,EN,0
aerogear/proposals,security/mobile-app-network-security.md,13,EN,0
dengyeNick/atlas-2.1.0,docs/src/documents/Security/Security.md,9,EN,0
sdemeter/azure-docs.hu-hu,articles/security/azure-security-management.md,21,HU,0
jphellemons/azure-docs.nl-nl,articles/security/security-azure-log-integration-faq.md,13,NL,0
jphellemons/azure-docs.nl-nl,articles/security/azure-security-disk-encryption-tsg.md,11,NL,0
jphellemons/azure-docs.nl-nl,articles/security/azure-service-fabric-security-checklist.md,4,NL,0
jphellemons/azure-docs.nl-nl,articles/security/azure-security-event-support-ticket.md,1,NL,1
Samsung/tizen-docs,docs/application/native/guides/security/security-tip.md,9,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-azure-log-integration-get-started.md,8,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-data-encryption-best-practices.md,9,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_de-DE,articles/security/security-azure-log-integration-get-started.md,8,DE,0
OpenLocalizationTestOrg/azure-docs-pr15_de-DE,articles/security/azure-security-data-encryption-best-practices.md,9,DE,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/azure-security-data-encryption-best-practices.md,9,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pl-PL,articles/security/security-azure-log-integration-get-started.md,8,PL,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/security-azure-log-integration-get-started.md,8,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-data-encryption-best-practices.md,9,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/security-azure-log-integration-overview.md,4,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/security-management-and-monitoring-overview.md,9,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/security-internet-of-things-overview.md,4,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/security-best-practices-and-patterns.md,1,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/security-application-architecture-on-azure.md,5,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/security-azure-log-integration-faq.md,13,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-BR,articles/security/azure-security-iot-best-practices.md,5,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/security-best-practices-and-patterns.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/azure-security-iot-best-practices.md,5,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/security-application-architecture-on-azure.md,5,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/security-azure-log-integration-overview.md,4,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/security-azure-log-integration-faq.md,13,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/security-management-and-monitoring-overview.md,9,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-CA,articles/security/security-internet-of-things-overview.md,4,FR,0
yongsenchen/yongsenchen.github.io,_posts/security/2015-02-15-security-smart-card.md,0,LA,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/azure-security-data-encryption-best-practices.md,9,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_et-EE,articles/security/security-azure-log-integration-get-started.md,8,ET,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/security-azure-log-integration-get-started.md,8,DA,0
OpenLocalizationTestOrg/azure-docs-pr15_da-DK,articles/security/azure-security-data-encryption-best-practices.md,9,DA,0
tinyclub/elinux,zh/dev_portals/Security/Security_Hardware_Resources/Security_Hardware_Resources.md,14,ZH,0
tinyclub/elinux,zh/dev_portals/Security/Bootloader_Security_Resources/Bootloader_Security_Resources.md,12,ZH,0
tinyclub/elinux,en/dev_portals/Security/Security_Hardware_Resources/Security_Hardware_Resources.md,14,EN,0
tinyclub/elinux,en/dev_portals/Security/Bootloader_Security_Resources/Bootloader_Security_Resources.md,12,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-assessment-and-testing.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/communication-and-network-security.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-and-risk-management.md,0,EN,0
wuzhenli/MyDailyTestDemo,security/Pods/Target%20Support%20Files/Pods-security/Pods-security-acknowledgements.markdown,2,EN,0
OpenLocalizationTestOrg/azure-docs-pr16_de-DE,articles/security/security-azure-log-integration-get-started.md,8,DE,0
OpenLocalizationTestOrg/azure-docs-pr16_de-DE,articles/security/azure-security-data-encryption-best-practices.md,9,DE,0
OpenLocalizationTestOrg/azure-docs-pr16_de-DE,articles/security/azure-security-identity-management-best-practices.md,9,DE,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-BE,articles/security/security-azure-log-integration-get-started.md,8,FR,0
OpenLocalizationTestOrg/azure-docs-pr15_fr-BE,articles/security/azure-security-data-encryption-best-practices.md,9,FR,0
lazedude/.coresample,aspnet/signalr/overview/security/introduction-to-security.md,15,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-assessment-and-testing/security-control-testing.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-assessment-and-testing/security-architectures-vulnerabilities.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/asset-security/data-security-controls.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-and-risk-management/security-governance-principles.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/software-development-security/software-security-effectiveness.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-engineering/security-evaluation-models.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-and-risk-management/personnel-security-policies.md,0,EN,0
OpenLocalizationTestOrg/cpp-docs.zh-tw,docs/security/security-best-practices-for-cpp.md,10,EN,0
Mikejo5000/vsts-docs-pr,docs/organizations/security/about-security-identity.md,10,EN,0
Mikejo5000/vsts-docs-pr,docs/organizations/security/about-security-roles.md,11,EN,0
OpenLocalizationTestOrg/azure-docs-pr15_nl-NL,articles/security/azure-security-best-practices-software-updates-iaas.md,9,NL,0
xformation/dxbook,assesment/images/security/application-security.md,0,EN,0
egroeper/seafile-docs,security/security_features.md,6,EN,0
MeachChris/Azure-Powershell,src/Security/Security/help/Az.Security.md,53,EN,0
raghib1992/kubernetes-tuts,security/security-context.md,2,EN,0
raghib1992/kubernetes-tuts,security/image-security.md,4,EN,0
ReynerGonzalez/Debian-Maintenance-Scripts,security/Password-security.md,4,EN,0
jastisriradheshyam/linux_learn,concepts/security/security.md,1,EN,0
k3s-io/docs,docs/security/security.md,0,EN,0
