repo,path,sha
envoyproxy/envoy,SECURITY.md,741b8c08d3de1650fc45d5c9a75e418867a10fa9
envoyproxy/envoy,SECURITY.md,e385e016e941b6c2d91096b0b792aa6940d4b38c
envoyproxy/envoy,SECURITY.md,2258ae9097aa239654df601eeebaf10cd6cfdc82
envoyproxy/envoy,SECURITY.md,728ff42cc466a4ab74ff6f70728e48dbabf9fb99
envoyproxy/envoy,SECURITY.md,b090faec7b8b59daad7b00788dbaa8a08a9ccfd7
envoyproxy/envoy,SECURITY.md,a261f3337e45d38f3e1c3a681c7925a72c863389
envoyproxy/envoy,SECURITY.md,537deb4a1e3f24d8bc9a5e7a7ce58d66b3c68862
envoyproxy/envoy,SECURITY.md,25b64a9c66bd7a21e2a144cf86983f8b44b1d8bd
envoyproxy/envoy,SECURITY.md,4334b8ea880bc053cdc508731ab87345b3d43ef5
envoyproxy/envoy,SECURITY.md,17e815122ff53d0ac6cb2d64cdbf1bfc547bb7e8
envoyproxy/envoy,SECURITY.md,8312c1f78dc4fd660ef77f12062157cc14722b4d
envoyproxy/envoy,SECURITY.md,20c32d2db78168249f47cc781ed25f999ef13a52
envoyproxy/envoy,SECURITY.md,f556b410a3f57c6c7fd5780e0a957edb2f113700
envoyproxy/envoy,SECURITY.md,a691438153d70c5af357923f686ff590384f3cb2
envoyproxy/envoy,SECURITY.md,afaedbb2cb81810be055dde445aa6755a7c7853c
envoyproxy/envoy,SECURITY.md,8c8b8b3f5886198c9ba8a2d7e2e8fbdaacff2324
envoyproxy/envoy,SECURITY.md,a092fb3964eb3adb3863c57af591cf0af9ea976a
envoyproxy/envoy,SECURITY.md,73fc168bd43243036b76619b4879a5b3ad7dbb14
envoyproxy/envoy,SECURITY.md,75e768bc77fcf6494f8facf962dd06b8033c1187
envoyproxy/envoy,SECURITY.md,a90aefca2c4175e7acc102bc3f810b020c780602
envoyproxy/envoy,SECURITY.md,90d1094b32aa017f90cc8efcd379aeb143acabfc
envoyproxy/envoy,SECURITY.md,c5050773a959e907dd21a26c6221d11b17d7042d
envoyproxy/envoy,SECURITY.md,6ddfb94655d03aabeec42dc5ffe129e42bb43edb
envoyproxy/envoy,SECURITY.md,3eedc793f1b47ec5d737d399103c287fe59ff650
envoyproxy/envoy,SECURITY.md,27b41b888d5ba624f2a6098c8b9f395e8ef95cbf
facebook/hhvm,SECURITY.md,ad1b5cd071864ad2e38f36b78823480db1704b3e
grafana/grafana,SECURITY.md,c1eabb893fca88f503bb3f1da910ce30885b68ea
grafana/grafana,SECURITY.md,09c849eb08e04c2ac581ddce723b7d4d28a0d01b
grafana/grafana,SECURITY.md,bc01c9cdbc3916b847c66d0ad79abb3bee80e298
grafana/grafana,SECURITY.md,4a30c65a5e6a49e57699061dcca1eee65c54b6f3
grafana/grafana,SECURITY.md,a3008ffb057c66e827239c57a8d8bf83e8cfb9f1
grafana/grafana,SECURITY.md,70b4fc8483921a69006e243d75ab48618e21b567
LimeSurvey/LimeSurvey,SECURITY.md,3a8a5c21cc05e148b81dae56f986e26db90be918
LimeSurvey/LimeSurvey,SECURITY.md,233253e992b8dae08c425a41305d39ff77c8a1d9
PrestaShop/PrestaShop,.github/SECURITY.md,ecdf31efaf54d70e1ce4f362059e5c73196ad980
PrestaShop/PrestaShop,.github/SECURITY.md,6d0c73795e788ed6211c30c9d69addab304dad72
ikus060/rdiffweb,SECURITY.md,c8d69ce2e46f6d9d2852d062e400934e32fe3ed1
ikus060/rdiffweb,SECURITY.md,54c343c72c19ab1261b3ffdd2bb26d458c3f207c
ansible/ansible,.github/SECURITY.md,ab96d22b61716e928cae12fe518f270a5f093093
x-stream/xstream,SECURITY.md,9abed524cca207d0bbdc95a3f24ddce973049814
star7th/showdoc,SECURITY.md,5d9b068ab97c7f571cc0fe7198896c2a3c612ecf
star7th/showdoc,SECURITY.md,b853d42208826ef711a2af1c45c2e4eefaafc120
star7th/showdoc,SECURITY.md,18c79bb32f0be4e05adbe4e63a6dea8f178138eb
star7th/showdoc,SECURITY.md,8513f3a72bc95c259120d23a257c8c2f8bd3a09b
star7th/showdoc,SECURITY.md,815444ab8e9cfdf2c285695ce662c65267d57243
star7th/showdoc,SECURITY.md,88a8f6b48e7799d95786d873f1b2f96a9c4cc2fa
Cacti/cacti,SECURITY.md,e4d60297fd043d8d4f2ecbbd930dc664601cecb5
Cacti/cacti,SECURITY.md,5f50f3912620c2476e9679707a304a1de0fafb39
roundcube/roundcubemail,SECURITY.md,203f45662067f783e1675fe8df04b924b55b8236
roundcube/roundcubemail,SECURITY.md,e3817a673c1ee86126631e676b6226dcbd35d860
octobercms/october,SECURITY.md,dfc701a71adedd36af5f472e35ad0aa65b710402
octobercms/october,SECURITY.md,1f1c0a3b8e2af6db9b8d7ff8f271dda4efec1a32
octobercms/october,SECURITY.md,def99f6902c6ea9721b2b25e02075e8f60a4ba98
octobercms/october,SECURITY.md,0718d04a7f3df0e3e40771ae96b8627a18cb7f1d
octobercms/october,SECURITY.md,1a75020efa324b84001f090dea365676d86593be
contiki-ng/contiki-ng,SECURITY.md,c0c058b566ecda99acbe333c259364a0e9293d2f
opencv/opencv,SECURITY.md,d19bccad74f75a03f4e115222f0b5decf3ac72a6
appneta/tcpreplay,docs/SECURITY.md,ff792fdb2a7ae1fa7d76cc4080b5698e1d9c47c9
squid-cache/squid,SECURITY.md,07db3f148b2f747e4434b0feb64bc6f82191a107
livehelperchat/livehelperchat,.github/SECURITY.md,e519642a40ee7b553c8115f47cc8cb7e282b4c43
python/cpython,.github/SECURITY.md,175247f364f76e0a7e466e967a2af75a90e74473
python/cpython,.github/SECURITY.md,058fb35b57ca8c5063d16ec818e668b3babfea65
python/cpython,.github/SECURITY.md,4d396e7d79bd1152f991147718dc5f094a3cc957
python/cpython,.github/SECURITY.md,a8e814db96ebfeb1f58bc471edffde2176c0ae05
python/cpython,.github/SECURITY.md,af570745fe3852a9ded0e723a7232e4cc0451e95
plone/Products.CMFPlone,.github/SECURITY.md,4a402f36858814d851932bb3defef6161cfc1b8b
plone/Products.CMFPlone,.github/SECURITY.md,2d7bfd45acf310fb10ebd15c727c875fc5ecf9dc
python-pillow/Pillow,.github/SECURITY.md,2d1135d41b406764525b4e983867f60890459b5e
bigbluebutton/bigbluebutton,SECURITY.md,e1c0a104865c6ee787836eb29638b712db537a6d
bigbluebutton/bigbluebutton,SECURITY.md,1eb49be737f01d99b4e7f8f36976be82efdd95fa
bigbluebutton/bigbluebutton,SECURITY.md,6b79aa490156ce7192a01baac750373959b8da0c
bigbluebutton/bigbluebutton,SECURITY.md,8a2bf78f2f8cab8b0ebc290c0cede20f1808603d
bigbluebutton/bigbluebutton,SECURITY.md,1f85117d8a7b618f62a75d3100689090e2f22492
bigbluebutton/bigbluebutton,SECURITY.md,2061e61c6dd956f46009c406c772bab5924b7962
bigbluebutton/bigbluebutton,SECURITY.md,46d2104343d65639d19b92dea7584f63534be7a2
libgd/libgd,SECURITY.md,2f76f48837dfa53b21aa8b492bb5b725a6f8e831
owncloud/core,.github/SECURITY.md,6c9ab5d50057b0d33f1af74bd05bb97103d11ab3
owncloud/core,.github/SECURITY.md,a318734e7b8b5d8da74bda39d8b11023f7d57e74
snipe/snipe-it,SECURITY.md,1886841ec5cb71cb12bbd205eae7fd4ec9aea41b
phpipam/phpipam,SECURITY.md,17346b657e871ec804768eed63195b92b5dd64a0
OpenSC/OpenSC,SECURITY.md,c458d817234a4799e2ae3dfd567ce32d32922f0d
WWBN/AVideo,.github/SECURITY.md,fc46f63a8de1166b09c659d3a7201ccf4893a4c3
WWBN/AVideo,.github/SECURITY.md,6e827a0af7c7142a035396e4d9528de31fbebf41
WWBN/AVideo,.github/SECURITY.md,5c52709d6c40d1b9a34ad33d7241ef9f6a5fe08d
WWBN/AVideo,.github/SECURITY.md,4966b3649bf9c27927deee73d5c8c8ed5d4546e9
nilsteampassnet/TeamPass,SECURITY.md,433d8dfa14d675eb2886eece6b9eecd8815d5619
saltstack/salt,SECURITY.md,d1ae33a76d7268d7db2fd86b9507c7d370105862
saltstack/salt,SECURITY.md,101290335226e3af36de02dc12e39a33504be1b9
saltstack/salt,SECURITY.md,2d3af7aa2804d2b16391d0abea664473d0500b34
saltstack/salt,SECURITY.md,44c317b6f0c0258a1c308cab5542cb8fec75f5c0
systemd/systemd,docs/SECURITY.md,0aff7b7584112ec34b05930a43c5e3b3c331c4fc
systemd/systemd,docs/SECURITY.md,154962d3480475da0c225bfdc57a02c19f6108a9
systemd/systemd,docs/SECURITY.md,f20078df0b568cf365eea8278e98170e59ce2b2d
systemd/systemd,docs/SECURITY.md,b35ec8ded2da2b7a127bb1c831cd6b79c3ecb97a
systemd/systemd,docs/SECURITY.md,b41a3f66c97e3d861faed04b727daf929383b827
systemd/systemd,docs/SECURITY.md,4cdca0af114904a51f7ae2091b0c10a37c5e1046
systemd/systemd,docs/SECURITY.md,153d5975751aab58c3c4cdfdbe13ea7187c16e28
dotCMS/core,SECURITY.md,b37134a5f762657cb0542dedf4a29935e0088cd9
pjsip/pjproject,SECURITY.md,4783d28c0715c2032391b7c3759c63029ae80213
pjsip/pjproject,SECURITY.md,bf969139635a1dc8b9db503c2c45df9e055e3b76
thorsten/phpmyfaq,SECURITY.md,5bd0f79d085feb255d893a67d2fcdac51f4cd2ec
thorsten/phpmyfaq,SECURITY.md,8494e89b4ffc71c5fc878c9a488c59a40c7de41f
thorsten/phpmyfaq,SECURITY.md,273f8899f45d48ea43451dacfa860fa9d4f38209
thorsten/phpmyfaq,SECURITY.md,82c9f9db267cd614a0d356498b713335e4baab01
thorsten/phpmyfaq,SECURITY.md,d771290252bf9fe338d56ad313c71c8aa8d0ef59
thorsten/phpmyfaq,SECURITY.md,034ec7a881087835219c9b22ca8a2973b98fb25e
thorsten/phpmyfaq,SECURITY.md,7d5693c9886de971b662aece1b0380bc947a3c7c
thorsten/phpmyfaq,SECURITY.md,80a63a378a186fb7297b63ae624b4725e111f9ec
thorsten/phpmyfaq,SECURITY.md,faa42e5fe8cb91d03c7d276fe2fcd64406b0d952
thorsten/phpmyfaq,SECURITY.md,9f937652e41ba6b473b919c98ac92a8ebf9cf6da
thorsten/phpmyfaq,SECURITY.md,6a18a5653fbf19b73a70b1bcbf2a70234e335c3b
thorsten/phpmyfaq,SECURITY.md,38591c2b783392cf499a63963312da85b66c2c53
thorsten/phpmyfaq,SECURITY.md,f10b7b68d6698f241dea466112452c8369448607
thorsten/phpmyfaq,SECURITY.md,76198ef9acaa23a0779a8e52b2741defffa52e2d
thorsten/phpmyfaq,SECURITY.md,e2bf1ac97cfc5eebfe10bb165655ec3f140153e7
revive-adserver/revive-adserver,SECURITY.md,7ae0f61802b26e9638c490ae27a7ffd8f31abd7f
upx/upx,.github/security.md,79e9b0762c49c2222ea023519ca8b26894242e8e
NavigateCMS/Navigate-CMS,SECURITY.md,4ca3bbf6982d964e1bb8056cc070be084d243a55
sass/libsass,SECURITY.md,cc4181f0ba6ecb1800b1fcace7553f2e266562b8
domainmod/domainmod,SECURITY.md,6721f01050aec0cd127aafa2812e4a8068a9a5d4
daylightstudio/FUEL-CMS,SECURITY.md,8fad6f493a99f0b1e2d9babe58bd639fadb5b9f5
mz-automation/libiec61850,SECURITY.md,d2b36449c2bbedd8803cf58a2a023c08c5441c85
firefly-iii/firefly-iii,.github/security.md,973c175213d67516e922ec1b94c1e8b6e72c6aa0
firefly-iii/firefly-iii,.github/security.md,704c6055b386999c1cc74b53e622ef0564828e3f
firefly-iii/firefly-iii,.github/security.md,5cfe02edf6e15fa26f555e720cfe68d208859cfd
firefly-iii/firefly-iii,.github/security.md,3782388e456f159b4c6d6ded6eceb69e25e56a34
firefly-iii/firefly-iii,.github/security.md,4e4b44d41dc752e3e407a8c9005e59143181359b
firefly-iii/firefly-iii,.github/security.md,64a6661ea41f059306df42b84e7fd31438533966
firefly-iii/firefly-iii,.github/security.md,aa7a35d93d3e2cf65e16f9d4c660304ccbd8ee40
halo-dev/halo,SECURITY.md,5acabee7a9bff54f946a8f964a78da16c0b5cdbe
halo-dev/halo,SECURITY.md,feab7c4b5f6ccc3fa39607d0a41d0c5a8eb42d24
halo-dev/halo,SECURITY.md,400d7f72181815f32adfa59a26d814088f1c8e3a
pluck-cms/pluck,SECURITY.md,69a4c5e66970ec29d07d041356c14a81389ca1dc
gogs/gogs,SECURITY.md,69514d2fc8441c72de2d7027bfff54003f307083
gogs/gogs,SECURITY.md,82ee08908869e2cab56ce89f088d5a63b636d69a
gogs/gogs,SECURITY.md,36102f168938244624a5cf843d455f057f50779a
gogs/gogs,SECURITY.md,40513a117f83077bfaffb9bf969b2000d85ba7cc
gogs/gogs,SECURITY.md,82ffca3fc9988345016c8033f7f65c5b028dfe10
parse-community/parse-server,SECURITY.md,25fb576776fefee631b457e358a2f567867c9c80
parse-community/parse-server,SECURITY.md,4998135fa759f1be2f44d93ecffeea38180c100a
parse-community/parse-server,SECURITY.md,54ba9a0f00eaeb7d8c0938dd555f913d58a5fdcd
parse-community/parse-server,SECURITY.md,8fd5f310891d5d86a18626ed4752463dfcd49a82
shopware/platform,SECURITY.md,751d7a37e30381a3f1bcb7fec6bf31f4a58283d4
shopware/platform,SECURITY.md,ed7a822dde8b233f4a6d5827f6baa2355f728604
zulip/zulip,SECURITY.md,8fe47e8878c20693555891e556674baf80db8f4f
zulip/zulip,SECURITY.md,c5a427c79e0ad6b753dec55b552ae8b9fad272e5
zulip/zulip,SECURITY.md,35c1c8d41b937f7a444fea3866ce88375e7400e2
zulip/zulip,SECURITY.md,d7d79b57b7ecc2f9c8ecee4097929d9605125cc9
zulip/zulip,SECURITY.md,72d6ff3c3be73fc6c28acd64f5740e3bd2cb78de
zulip/zulip,SECURITY.md,ab918c139b054dbfe3b9202a86ae6301fa1eb416
kanboard/kanboard,SECURITY.md,71123b0f378425229db6911984a90f5ee9953420
kanboard/kanboard,SECURITY.md,09424e067ccca767a3abab92144077114e5cab15
kanboard/kanboard,SECURITY.md,a66c357f4e4880dff9cf0555461cec4caa1edf21
jgraph/drawio,SECURITY.md,b5dfeb238369d664fb06a95e2179236b0e75f366
jgraph/drawio,SECURITY.md,4e9d5ec7e285b078c8cd8c10bf6c2b37e7f3d6af
jgraph/drawio,SECURITY.md,2ae8c9ae871b4ad6d1574390b711e2dfb0c0c2a6
jgraph/drawio,SECURITY.md,8d854152c1559fe9f893d446d499f58ddfc33432
jgraph/drawio,SECURITY.md,3671669002802c5dfee88a4cc43226cc6173ecbb
webmin/webmin,SECURITY.md,f4722088945809b895f26566c0f20ddddcf11ec9
mybb/mybb,.github/SECURITY.md,ec64c205b8851c2d223dc3d3b6bd555883ef56f6
mybb/mybb,.github/SECURITY.md,a9f33b9b036dedd789f91ad7619c192bba8a2d76
mybb/mybb,.github/SECURITY.md,326d6f518afc104002cc50a9181a7977023ff7ab
mybb/mybb,.github/SECURITY.md,62b86d5ac19e47cd285a2823253b04071b7af07b
git/git,SECURITY.md,2e99b1e383d2da56c81d7ab7dd849e9dab5b7bf0
michaelrsweet/htmldoc,SECURITY.md,e7d43db09d53902add46250c3f0d115716f7aded
flatpressblog/flatpress,SECURITY.md,1a5138557b5711f4b555f1e74afe79edfda0c56c
flatpressblog/flatpress,SECURITY.md,a6d8b80ffc119d6a4168cc8f9c2588b007f4b8d5
neomutt/neomutt,SECURITY.md,d9be384e12816b903a0353e8c3a71844a12e4e65
istio/istio,.github/SECURITY.md,8ed97b4e0eb87f8f64c8fda4cd0865da431b9e3d
TYPO3/typo3,SECURITY.md,2d3a193a36b786b60e200dc8c3f1d31fe4206aad
TYPO3/typo3,SECURITY.md,e7458a09f0e7ebb59b637eacb614cab9b64e133d
netty/netty,SECURITY.md,5d5dac659c440c84eab806357127c194867fd6f6
netty/netty,SECURITY.md,a3c154f2679b0b6397b7a4b478b41db38562348b
bcgit/bc-java,SECURITY.md,3cc68a84a7b19c96b6ab8c62c74ea72ed062508c
VirusTotal/yara,SECURITY.md,479115720e91e695eb5607a82f5c379ac894eaf6
RIOT-OS/RIOT,SECURITY.md,48f0ae23ffa0f09e60808fca821de25d3b53e02e
RIOT-OS/RIOT,SECURITY.md,8cb77c1091c66d2dfb9b466ae988b016dde8dfc0
RIOT-OS/RIOT,SECURITY.md,2c6d4df1c735751bac5196ecb8fb95ff2c710362
RIOT-OS/RIOT,SECURITY.md,38730466823a0d60e7688b95cdf2b09e8ee699ad
RIOT-OS/RIOT,SECURITY.md,6118786e1021fd6667c983cd611c9f71033fde05
RIOT-OS/RIOT,SECURITY.md,b585b1f325acd9ee086b169bf4b95273aa7dc4ed
RIOT-OS/RIOT,SECURITY.md,3c90ce21d744d3ee5014bc50fc681e8cea39bfd2
Enalean/tuleap,SECURITY.md,586090d4673815cef0433fb150c860d50d37bdfd
Enalean/tuleap,SECURITY.md,2c09b7728eb41e37e644d8383a832008f1a67294
yetiforcecompany/yetiforcecrm,.github/SECURITY.md,21e7fc9fded6840e48b2a1981af27c4750a5f35c
moby/moby,SECURITY.md,1d792e6bbaf1463c152c975c32a4edc671c94ea8
moby/moby,SECURITY.md,0a9842a705b1574b2553dea409bec0c6b05e9c9f
espruino/Espruino,SECURITY.md,ff3fc6dcdffa736edfeeba91b5720edc7c09679d
espruino/Espruino,SECURITY.md,694c3f3d02b1905401b6346148d33a89cedc4608
janeczku/calibre-web,SECURITY.md,78fb7a975622f9cfa5885b92c3fe33e45e1dc2c7
janeczku/calibre-web,SECURITY.md,6184e2b7bc79b4b1a5fcd4251c73c64d522db18d
janeczku/calibre-web,SECURITY.md,fee76741a02899d2dfdc2ce29cfc27901a06383c
janeczku/calibre-web,SECURITY.md,39459603d4220deeffa10549bb0e7315bb3e45f9
janeczku/calibre-web,SECURITY.md,c53817859a0e46820a0a92bbd0697805f7e65445
janeczku/calibre-web,SECURITY.md,42f8209a4ae3a8e3b94c128cfa2f7b5195cb91e2
janeczku/calibre-web,SECURITY.md,e0e04220109920575179a8f924543449c6de0706
janeczku/calibre-web,SECURITY.md,01090169a795342626412955cd0aefea11ad4a2a
janeczku/calibre-web,SECURITY.md,92f65882b2edc3db4b44cfe736532e8cd7ffbb1e
